datetime,original_Latitude,original_Longitude,Date,Time,Latitude,Longitude
2025-12-06 10:45:45,13.01995417,80.24139217,2025-12-06,10:45:36,13.01988254530059,80.24157670978008
2025-12-06 10:45:46,13.01973933,80.2414245,2025-12-06,10:45:37,13.019709673423622,80.24152204056708
2025-12-06 10:45:47,13.01981833,80.241517,2025-12-06,10:45:38,13.019807400847968,80.2415529459979
2025-12-06 10:45:48,13.01981933,80.24147417,2025-12-06,10:45:39,13.019796433215971,80.24154947758043
2025-12-06 10:45:49,13.01969067,80.24141233,2025-12-06,10:45:40,13.019661906090086,80.24150693458013
2025-12-06 10:45:50,13.01880483,80.24198833,2025-12-06,10:45:41,13.019151813463859,80.24152288369446
2025-12-06 10:45:51,13.019113,80.24163467,2025-12-06,10:45:42,13.019151813463859,80.24152288369446
2025-12-06 10:45:52,13.019311,80.24154867,2025-12-06,10:45:43,13.019304836241135,80.24156964812181
2025-12-06 10:45:53,13.01929383,80.24154433,2025-12-06,10:45:44,13.019287910838822,80.24156447564245
2025-12-06 10:45:54,13.01926717,80.241449,2025-12-06,10:45:45,13.019237745593598,80.24154914492094
2025-12-06 10:45:55,13.01917833,80.24133967,2025-12-06,10:45:46,13.019151813463859,80.24152288369446
2025-12-06 10:45:56,13.01923867,80.241468,2025-12-06,10:45:47,13.019216716392824,80.24154271830561
2025-12-06 10:45:57,13.01910817,80.24163683,2025-12-06,10:45:48,13.019139275639937,80.24151942853977
2025-12-06 10:45:58,13.01901883,80.24139267,2025-12-06,10:45:49,13.018995726441393,80.24147986949042
2025-12-06 10:45:59,13.01897583,80.24279383,2025-12-06,10:45:50,,
2025-12-06 10:46:00,13.01842583,80.24151483,2025-12-06,10:45:51,13.018473241865214,80.24133588441948
2025-12-06 10:46:01,13.0183555,80.24182483,2025-12-06,10:45:52,13.018484243802522,80.24133891630167
2025-12-06 10:46:02,13.01828217,80.2417985,2025-12-06,10:45:53,13.017941824666938,80.24152318873927
2025-12-06 10:46:03,13.01819283,80.2418015,2025-12-06,10:45:54,13.017941824666938,80.24152318873927
2025-12-06 10:46:04,13.01809183,80.24174267,2025-12-06,10:45:55,13.017941824666938,80.24152318873927
2025-12-06 10:46:05,13.01801783,80.241724,2025-12-06,10:45:56,13.017941824666938,80.24152318873927
2025-12-06 10:46:06,13.01795783,80.24172583,2025-12-06,10:45:57,13.017941824666938,80.24152318873927
